Process	rawID	newID	Orthogroup_ID	IPR_ID	IPR_desc	Organism...6	ko_evalue	ko_ID	ko_desc	KeggPathway_ID	KeggPathway_desc	BP:GO	BP:desc	BP:catIII	BP:catII	MF:GO	MF:desc	MF:catIII	MF:catII	CC:GO	CC:desc	CC:catIII	CC:catII	hit	hit_desc	Organism...26	uni_evalue	%algCopepod	%algHit	Pfam_ID	Pfam_desc	Pfam_evalue	peptideSignal	TM_occurence	RPKM_Hypox1	RPKM_Hypox2	RPKM_Hypox3	RPKM_Norma1	RPKM_Norma2	RPKM_Norma3	Mean_Metridinidae	Mean_Centropagoidae	Mean_Pancalanidae
Osresp	TRINITY_DN48215_c0_g1_i1	Eucalanus-hyalinus_6920	OG0011498	IPR002347|IPR020904|IPR036291	Short-chain dehydrogenase/reductase SDR|Short-chain dehydrogenase/reductase, conserved site|NAD(P)-binding domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0016491	oxidoreductase_activity	oxidoreductase_activity	catalytic_activity	-	-	-	-	tr|A0A964XY05|A0A964XY05_9PROT	SDR_family_oxidoreductase	Betaproteobacteria_bacterium	7.9e-70	99	100	PF13561	Enoyl-(Acyl carrier protein) reductase	1.4E-59	N	0	6.56689136012865	11.8759687294016	3.68065038070529	1.21704869026015	0.574106021761943	0.122363447297449	1	0,8	1,111111111
Osresp	TRINITY_DN19193_c0_g2_i1	Eucalanus-hyalinus_8222	OG0012353	IPR018108|IPR023395	Mitochondrial substrate/solute carrier|Mitochondrial carrier domain superfamily	Insecta|Paraneoptera	4.65e-78	ko02000	Transporters	ko04146	Peroxisome_(Transport_and_catabolism)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A6J1T4L7|A0A6J1T4L7_FRAOC	Peroxisomal_membrane_protein_PMP34	Frankliniella_occidentalis	4.8e-66	99	95	PF00153|PF00153|PF00153	Mitochondrial carrier protein|Mitochondrial carrier protein|Mitochondrial carrier protein	1.2E-12|2.0E-18|7.1E-14	N	5	4.82467681106669	8.94536763333499	4.72219612673466	1.20111351919291	1.68357899634019	1.41290729464522	0	1,1	1,111111111
Osresp	TRINITY_DN19320_c0_g1_i1	Eucalanus-hyalinus_4402	OG0012729	IPR001179|IPR044609	FKBP-type peptidyl-prolyl cis-trans isomerase domain|Peptidyl-prolyl cis-trans isomerase FKBP2/11	-	-	-	-	-	-	GO:0000413|GO:0061077	protein_peptidyl-prolyl_isomerization|chaperone-mediated_protein_folding	organic_substance_metabolic_process|protein_folding	metabolic_process|cellular_process	GO:0003755	peptidyl-prolyl_cis-trans_isomerase_activity	isomerase_activity	catalytic_activity	-	-	-	-	tr|A0A553NXM9|A0A553NXM9_TIGCA	peptidylprolyl_isomerase	Tigriopus_californicus	3.4e-38	78	92	PF00254|PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase|FKBP-type peptidyl-prolyl cis-trans isomerase	1.2E-10|3.5E-24	N	0	5.56558074590049	28.2341579147386	3.77454452307022	1.37994597649497	0.934152512552647	1.55768668409652	1,833333333	0,2	1,111111111
Osresp	TRINITY_DN31645_c0_g1_i1	Eucalanus-hyalinus_9532	OG0013701	IPR001045|IPR029063|IPR030373|IPR030374|IPR037163	Spermidine/spermine synthases|S-adenosyl-L-methionine-dependent methyltransferase superfamily|Polyamine biosynthesis domain, conserved site|Polyamine biosynthesis domain|Spermidine synthase, tetramerisation domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0003824	catalytic_activity	catalytic_activity	catalytic_activity	-	-	-	-	tr|A0A7S3THQ8|A0A7S3THQ8_9SPIT	PABS_domain-containing_protein_(Fragment)	Strombidinopsis_acuminata	6.4e-90	93	89	PF01564|PF17284	Spermine/spermidine synthase domain|Spermidine synthase tetramerisation domain	3.7E-56|3.2E-17	N	0	11.131161491801	22.1766476712129	13.185742200592	1.37994597649497	1.75840472951086	1.63967019378582	0	0,2	0,944444444
Osresp	TRINITY_DN19840_c0_g1_i2	Eucalanus-hyalinus_38033	OG0014084	IPR002347|IPR036291	Short-chain dehydrogenase/reductase SDR|NAD(P)-binding domain superfamily	Chordata|Vertebrata	6.82e-64	ko01000	Enzymes	ko00830	Retinol_metabolism_(Metabolism_of_cofactors_and_vitamins)	-	-	-	-	GO:0016491	oxidoreductase_activity	oxidoreductase_activity	catalytic_activity	-	-	-	-	tr|A0A151MB11|A0A151MB11_ALLMI	Retinol_dehydrogenase_12	Alligator_mississippiensis	3.7e-52	91	100	PF00106	short chain dehydrogenase	1.3E-24	N	1	3.77961650325249	5.39406616368334	2.52913643170187	0.859680234549241	0.878644495234648	0.749087905790474	1,666666667	0,4	1,166666667
Osresp	TRINITY_DN44598_c0_g1_i1	Eucalanus-hyalinus_1874	OG0016788	IPR036237|IPR036291	Xylose isomerase-like superfamily|NAD(P)-binding domain superfamily	-	-	-	-	-	-	-	-	-	-	GO:0000166	nucleotide_binding	organic_cyclic_compound_binding	binding	-	-	-	-	tr|A0A2U3LRH5|A0A2U3LRH5_9BACT	Uncharacterized_oxidoreductase_YrbE_(Modular_protein)	Candidatus_Sulfopaludibacter	8.1e-69	84	86	PF01408|PF01261|PF02894	Oxidoreductase family, NAD-binding Rossmann fold|Xylose isomerase-like TIM barrel|Oxidoreductase family, C-terminal alpha/beta domain	1.1E-15|7.4E-8|3.1E-10	N	0	5.14531638533988	13.9696647422125	5.58530574697553	1.23966277065349	0.668312608344501	0.249274184866087	1,666666667	0	1
Transport	TRINITY_DN8436_c0_g1_i1	Eucalanus-hyalinus_34887	OG0000176	-	-	Insecta|Hymenoptera	3.21e-230	ko02000	Transporters	ko04150|ko04974	mTOR_signaling_pathway_(Signal_transduction)|Protein_digestion_and_absorption_(Digestive_system)	GO:0055085	transmembrane_transport	transmembrane_transport	localization	GO:0022857	transmembrane_transporter_activity	transmembrane_transporter_activity	transporter_activity	GO:0016020	membrane	membrane	cellular_anatomical_entity	tr|A0A0K2TNM9|A0A0K2TNM9_LEPSM	Y+L_amino_acid_transporter_2like_[Apis_florea]	Lepeophtheirus_salmonis	9.4e-208	93	92	PF13520	Amino acid permease	1.2E-56	N	11	14.9794346652051	32.5833590076656	8.97502808818919	1.96886231494863	2.53381237064934	2.59614447349421	15,5	8,2	16,55555556
Transport	TRINITY_DN14508_c0_g1_i2	Eucalanus-hyalinus_9625	OG0000270	IPR006917|IPR011256	SOUL haem-binding protein|Regulatory factor, effector binding domain superfamily	Vertebrata|Testudines	1.75e-22	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A8J5N7E7|A0A8J5N7E7_HOMAM	Heme-binding_protein_1-like_1	Homarus_americanus	8.7e-29	81	100	PF04832	SOUL heme-binding protein	3.4E-39	N	0	63.9331838652746	156.991356248707	52.0480915176723	2.65806960413319	3.43746440256118	4.88040848038267	7,833333333	8,2	17,27777778
Transport	TRINITY_DN12156_c0_g2_i1	Eucalanus-hyalinus_27601	OG0000329	IPR000175|IPR037272	Sodium:neurotransmitter symporter|Sodium:neurotransmitter symporter superfamily	Arthropoda|Insecta	8.69e-282	ko02000	Transporters	ko04727	GABAergic_synapse_(Nervous_system)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553NYI6|A0A553NYI6_TIGCA	Transporter	Tigriopus_californicus	2.9e-276	100	96	PF00209	Sodium:neurotransmitter symporter family	1.8E-189	N	12	18.3446246865483	28.4645065224347	13.0657310413969	3.03572031542453	4.10364885793301	3.33714927260895	6,666666667	6,5	14,27777778
Transport	TRINITY_DN21312_c0_g1_i1	Eucalanus-hyalinus_33119	OG0000381	IPR004842	SLC12A transporter family	Insecta|Paraneoptera	2.71e-258	ko01009|ko02000	Protein_phosphatases_and_associated_proteins|Transporters	ko04970|ko04972	Salivary_secretion_(Digestive_system)|Pancreatic_secretion_(Digestive_system)	GO:0055085|GO:0006811	transmembrane_transport|monoatomic_ion_transport	transmembrane_transport|establishment_of_localization	localization|localization	GO:0015377|GO:0022857	chloride:monoatomic_cation_symporter_activity|transmembrane_transporter_activity	transmembrane_transporter_activity|transmembrane_transporter_activity	transporter_activity|transporter_activity	GO:0016020	membrane	membrane	cellular_anatomical_entity	tr|A0A0K2T810|A0A0K2T810_LEPSM	Uncharacterized_protein	Lepeophtheirus_salmonis	9.2e-277	99	100	PF00324|PF03522	Amino acid permease|Solute carrier family 12	5.3E-80|2.9E-114	N	12	14.1464328136913	28.8859574526525	4.94458722111475	3.09779306934867	2.8870480453878	2.15368239113724	13	6,8	10,05555556
Transport	TRINITY_DN22656_c0_g1_i1	Eucalanus-hyalinus_40861	OG0000394	IPR003841	Sodium-dependent phosphate transport protein	Bilateria|Arthropoda	2.37e-147	ko02000|ko04147	Transporters|Exosome	-	-	GO:0044341	sodium-dependent_phosphate_transport	establishment_of_localization	localization	GO:0005436	sodium:phosphate_symporter_activity	transmembrane_transporter_activity	transporter_activity	GO:0016020	membrane	membrane	cellular_anatomical_entity	tr|A0A553PR36|A0A553PR36_TIGCA	Sodium-dependent_phosphate_transport_protein_2B	Tigriopus_californicus	2.7e-128	95	92	PF02690|PF02690	Na+/Pi-cotransporter|Na+/Pi-cotransporter	5.2E-22|2.6E-15	N	9	15.0296477295864	32.2490777116074	12.9841829824255	1.87083133064016	2.21257430235677	1.22262069130674	9	4,6	13,55555556
Transport	TRINITY_DN10991_c0_g1_i4	Eucalanus-hyalinus_40862	OG0000394	-	-	Euarchontoglires|Rodentia	9.55e-06	ko02000|ko04147	Transporters|Exosome	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A6P3VMZ4|A0A6P3VMZ4_CLUHA	Solute_carrier_family_34_member_2b	Clupea_harengus	1.1e-05	21	6	-	-	-	N	0	4.77808203940582	9.24026986300538	3.8823886523008	0.759022997002579	0.706501900249901	0.49603468047302	9	4,6	13,55555556
Transport	TRINITY_DN19721_c0_g3_i1	Eucalanus-hyalinus_2216	OG0000434	IPR002159	CD36 family	Diptera|Nematocera	3.16e-80	ko04090|ko04131|ko04147	CD_molecules|Membrane_trafficking|Exosome	ko03320|ko04142|ko04145|ko04152|ko04512|ko04640|ko04913|ko04920|ko04925|ko04927|ko04975|ko04976|ko04977|ko04979	PPAR_signaling_pathway_(Endocrine_system)|Lysosome_(Transport_and_catabolism)|Phagosome_(Transport_and_catabolism)|AMPK_signaling_pathway_(Signal_transduction)|ECM-receptor_interaction_(Signaling_molecules_and_interaction)|Hematopoietic_cell_lineage_(Immune_system)|Ovarian_steroidogenesis_(Endocrine_system)|Adipocytokine_signaling_pathway_(Endocrine_system)|Aldosterone_synthesis_and_secretion_(Endocrine_system)|Cortisol_synthesis_and_secretion_(Endocrine_system)|Fat_digestion_and_absorption_(Digestive_system)|Bile_secretion_(Digestive_system)|Vitamin_digestion_and_absorption_(Digestive_system)|Cholesterol_metabolism_(Digestive_system)	-	-	-	-	-	-	-	-	GO:0016020	membrane	membrane	cellular_anatomical_entity	tr|A0A553PKC0|A0A553PKC0_TIGCA	Scavenger_receptor_class_B_member_1	Tigriopus_californicus	1.5e-94	90	83	PF01130	CD36 family	4.3E-123	N	1	4.64204770037868	11.3775143263314	4.12281920475002	1.44298363558899	0.80164180701672	1.56402456140418	5,5	4,8	14,27777778
Transport	TRINITY_DN24659_c0_g1_i1	Eucalanus-hyalinus_5560	OG0000636	-	-	Arthropoda|Insecta	1.29e-26	-	-	-	-	-	-	-	-	-	-	-	-	GO:0016020	membrane	membrane	cellular_anatomical_entity	tr|A0A482VB89|A0A482VB89_9CUCU	EamA_domain_containing_protein	Asbolus_verrucosus	2.2e-23	77	85	PF00892	EamA-like transporter family	2.3E-15	N	9	6.5711762888781	9.1009255483889	4.88805294505041	1.48978830467283	2.09753156059113	1.18223157233379	5,833333333	4,5	11,11111111
Transport	TRINITY_DN45401_c0_g1_i1	Eucalanus-hyalinus_29501	OG0001301	IPR018107|IPR036458	Sodium:dicarboxylate symporter, conserved site|Sodium:dicarboxylate symporter superfamily	Insecta|Paraneoptera	7.41e-152	ko02000|ko04147	Transporters|Exosome	ko04724	Glutamatergic_synapse_(Nervous_system)	-	-	-	-	GO:0015293	symporter_activity	transmembrane_transporter_activity	transporter_activity	-	-	-	-	tr|A0A0K2UTF6|A0A0K2UTF6_LEPSM	Amino_acid_transporter	Lepeophtheirus_salmonis	1.4e-148	97	79	PF00375	Sodium:dicarboxylate symporter family	1.7E-109	N	4	16.2972161280371	29.6336043058803	11.0784083836354	1.79784507649894	2.89800779465564	2.91380881570855	6,5	3,7	4,777777778
Transport	TRINITY_DN20475_c0_g1_i1	Eucalanus-hyalinus_6723	OG0001384	IPR009716|IPR036259	Ferroportin-1|MFS transporter superfamily	Bilateria|Arthropoda	1.75e-122	ko02000	Transporters	ko04216|ko04978	Ferroptosis_(Cell_growth_and_death)|Mineral_absorption_(Digestive_system)	GO:0034755	iron_ion_transmembrane_transport	establishment_of_localization	localization	GO:0005381	iron_ion_transmembrane_transporter_activity	transmembrane_transporter_activity	transporter_activity	-	-	-	-	tr|A0A553PQ64|A0A553PQ64_TIGCA	Solute_carrier_family_40_member	Tigriopus_californicus	1.2e-126	87	100	PF06963	Ferroportin1 (FPN1)	5.9E-126	N	10	4.71642936792962	9.12104057445047	4.99700991054199	1.01978412339217	2.10583147042229	0.952066564133699	8,333333333	1,4	6,222222222
Transport	TRINITY_DN12520_c0_g1_i1	Eucalanus-hyalinus_40725	OG0001733	IPR018107|IPR036458	Sodium:dicarboxylate symporter, conserved site|Sodium:dicarboxylate symporter superfamily	Insecta|Hymenoptera	8.68e-178	ko02000|ko04147	Transporters|Exosome	ko04724	Glutamatergic_synapse_(Nervous_system)	-	-	-	-	GO:0015293	symporter_activity	transmembrane_transporter_activity	transporter_activity	-	-	-	-	tr|A0A553P722|A0A553P722_TIGCA	Amino_acid_transporter	Tigriopus_californicus	2.1e-186	100	91	PF00375	Sodium:dicarboxylate symporter family	6.8E-123	N	9	10.7472840385574	6.76161051698957	8.03555984647402	1.11765105027384	2.34220738669804	2.119604714793	0,833333333	1,9	7,388888889
Transport	TRINITY_DN19013_c0_g2_i1	Eucalanus-hyalinus_2511	OG0001786	IPR036739|IPR045349	SLC41A/MgtE divalent cation transporters, integral membrane domain superfamily|SLC41A divalent cation transporter	Arthropoda|Insecta	1.8e-133	ko02000	Transporters	-	-	GO:0006812	monoatomic_cation_transport	establishment_of_localization	localization	GO:0008324	monoatomic_cation_transmembrane_transporter_activity	transmembrane_transporter_activity	transporter_activity	-	-	-	-	tr|A0A0N7ZBF9|A0A0N7ZBF9_SCYOL	SLC41A/MgtE_integral_membrane_domain-containing_protein	Scylla_olivacea	1.2e-111	90	77	PF01769|PF01769	Divalent cation transporter|Divalent cation transporter	7.1E-23|1.8E-27	N	10	25.0744435542877	42.5900288927818	27.7655110286678	3.21351441965886	5.79847778794736	4.38824223485584	4,166666667	3,2	5
Transport	TRINITY_DN20009_c0_g1_i1	Eucalanus-hyalinus_959	OG0002351	IPR020846|IPR036259	Major facilitator superfamily domain|MFS transporter superfamily	Insecta|Hymenoptera	1.58e-119	ko02000	Transporters	ko04142	Lysosome_(Transport_and_catabolism)	GO:0055085	transmembrane_transport	transmembrane_transport	localization	GO:0022857	transmembrane_transporter_activity	transmembrane_transporter_activity	transporter_activity	-	-	-	-	tr|A0A553NTW8|A0A553NTW8_TIGCA	Major_facilitator_superfamily_(MFS)_profile_domain-containing_protein	Tigriopus_californicus	3.0e-132	100	88	PF07690	Major Facilitator Superfamily	2.6E-25	N	12	5.73428507491613	14.9324803034755	6.17273579463417	0.935674067437571	1.63939667461303	0.951189891422711	3,833333333	2,6	3,222222222
Transport	TRINITY_DN10907_c0_g2_i1	Eucalanus-hyalinus_44	OG0002583	IPR005829|IPR020846|IPR036259	Sugar transporter, conserved site|Major facilitator superfamily domain|MFS transporter superfamily	Bilateria|Chordata	1.4e-73	ko02000	Transporters			GO:0055085	transmembrane_transport	transmembrane_transport	localization	GO:0022857	transmembrane_transporter_activity	transmembrane_transporter_activity	transporter_activity	-	-	-	-	tr|A0A0K2T1W1|A0A0K2T1W1_LEPSM	Organic_cation_transporter_proteinlike_[Aplysia_californica]_(Fragment)	Lepeophtheirus_salmonis	1.6e-78	92	100	PF00083	Sugar (and other) transporter	1.4E-26	N	12	14.9509636397227	37.0983469480317	13.5281564454682	2.4275828358981	4.07937180089564	3.05755544345518	3,666666667	3,1	4,388888889
Transport	TRINITY_DN32694_c0_g1_i1	Eucalanus-hyalinus_2655	OG0002609	IPR020846|IPR036259	Major facilitator superfamily domain|MFS transporter superfamily	Diptera|Nematocera	2.69e-171	ko02000	Transporters			GO:0055085	transmembrane_transport	transmembrane_transport	localization	GO:0022857	transmembrane_transporter_activity	transmembrane_transporter_activity	transporter_activity	-	-	-	-	tr|A0A553NY36|A0A553NY36_TIGCA	Major_facilitator_superfamily_(MFS)_profile_domain-containing_protein	Tigriopus_californicus	1.6e-177	86	100	PF00083	Sugar (and other) transporter	3.3E-36	N	11	4.22485318274011	5.077760236794	3.81039501379138	1.30215699027834	0.738136313693926	1.10127102567704	5,666666667	1,7	2,777777778
Transport	TRINITY_DN21429_c0_g1_i2	Eucalanus-hyalinus_34590	OG0002782	IPR018108|IPR023395	Mitochondrial substrate/solute carrier|Mitochondrial carrier domain superfamily	Diptera|Nematocera	1.55e-84	ko02000	Transporters	ko04714	Thermogenesis_(Environmental_adaptation)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A0K2UXA1|A0A0K2UXA1_LEPSM	Mitochondrial_carnitine/acylcarnitine_carrier_protein_CACLlike_[Bombus_terrestris]	Lepeophtheirus_salmonis	6.6e-86	100	100	PF00153|PF00153|PF00153	Mitochondrial carrier protein|Mitochondrial carrier protein|Mitochondrial carrier protein	4.1E-19|2.9E-19|4.0E-16	N	0	4.96753556112957	8.75590087825106	4.52945342768426	1.18367800036592	0.558364405036212	0.357024961550137	1,666666667	1,5	4,944444444
Transport	TRINITY_DN21369_c0_g1_i2	Eucalanus-hyalinus_10359	OG0003296	IPR003057|IPR012674|IPR022271	Invertebrate colouration protein|Calycin|Lipocalin, ApoD type	Metazoa|Bilateria	1.61e-35	ko04147	Exosome	-	-	-	-	-	-	GO:0031409	pigment_binding	pigment_binding	binding	-	-	-	-	tr|A0A553P5Z5|A0A553P5Z5_TIGCA	Lipocalin/cytosolic_fatty-acid_binding_domain-containing_protein	Tigriopus_californicus	2.8e-27	88	43	PF08212	Lipocalin-like domain	8.4E-19	N	0	10.3474388114521	22.2546308404389	4.54387843860046	1.25849155354926	0.866252329924242	2.11486123720782	1	1,2	1,277777778
Transport	TRINITY_DN13794_c0_g2_i1	Eucalanus-hyalinus_15806	OG0003377	IPR012674	Calycin	-	-	-	-	-	-	-	-	-	-	GO:0046422	violaxanthin_de-epoxidase_activity	oxidoreductase_activity	catalytic_activity	-	-	-	-	tr|A0A7S2DT78|A0A7S2DT78_9EUKA	VDE_lipocalin_domain-containing_protein	Haptolina_brevifila	2.3e-36	100	100	PF07137	VDE lipocalin domain	2.9E-22	N	0	108.888534429068	226.448076853363	34.2219790572819	12.2668045884757	18.1755838085354	14.4789058686297	2,5	4,3	3,166666667
Transport	TRINITY_DN47710_c0_g1_i1	Eucalanus-hyalinus_2689	OG0003917	IPR029071|IPR032675|IPR044994	Ubiquitin-like domain superfamily|Leucine-rich repeat domain superfamily|Tubulin-specific chaperone E	Insecta|Paraneoptera	3.47e-79	-	-	-	-	GO:0006457	protein_folding	protein_folding	cellular_process	GO:0043014|GO:0005515	alpha-tubulin_binding|protein_binding	protein_binding|protein_binding	binding|binding	-	-	-	-	tr|A0A553NYX8|A0A553NYX8_TIGCA	NTF2_domain-containing_protein	Tigriopus_californicus	4.0e-98	81	89	PF14560	Ubiquitin-like domain	2.8E-7	N	0	5.47829936616831	14.3230520510234	5.26572260625846	1.29708726746861	1.86559143755975	1.03744564730275	1,166666667	1,3	4,166666667
Transport	TRINITY_DN17549_c0_g2_i2	Eucalanus-hyalinus_21095	OG0004879	IPR003663|IPR005829|IPR020846|IPR036259|IPR045263	Sugar/inositol transporter|Sugar transporter, conserved site|Major facilitator superfamily domain|MFS transporter superfamily|Glucose transporter GLUT	Insecta|Hymenoptera	7.41e-182	ko02000	Transporters	ko04066|ko04068|ko04152|ko04910|ko04911|ko04917|ko04919|ko04920|ko04922|ko04973|ko04976	HIF-1_signaling_pathway_(Signal_transduction)|FoxO_signaling_pathway_(Signal_transduction)|AMPK_signaling_pathway_(Signal_transduction)|Insulin_signaling_pathway_(Endocrine_system)|Insulin_secretion_(Endocrine_system)|Prolactin_signaling_pathway_(Endocrine_system)|Thyroid_hormone_signaling_pathway_(Endocrine_system)|Adipocytokine_signaling_pathway_(Endocrine_system)|Glucagon_signaling_pathway_(Endocrine_system)|Carbohydrate_digestion_and_absorption_(Digestive_system)|Bile_secretion_(Digestive_system)	GO:0055085	transmembrane_transport	transmembrane_transport	localization	GO:0022857	transmembrane_transporter_activity	transmembrane_transporter_activity	transporter_activity	GO:0016020	membrane	membrane	cellular_anatomical_entity	tr|A0A553PPB8|A0A553PPB8_TIGCA	Major_facilitator_superfamily_(MFS)_profile_domain-containing_protein	Tigriopus_californicus	2.7e-168	92	100	PF00083	Sugar (and other) transporter	2.4E-121	N	11	6.81504162478481	15.2693661768292	4.85770661869835	1.64744169461284	2.58581070008779	2.00971249432892	3,5	1,7	1,611111111
Transport	TRINITY_DN11328_c0_g1_i2	Eucalanus-hyalinus_18191	OG0005958	IPR018108|IPR023395	Mitochondrial substrate/solute carrier|Mitochondrial carrier domain superfamily	Insecta|Paraneoptera	1.69e-146	ko02000	Transporters	ko04964	Proximal_tubule_bicarbonate_reclamation_(Excretory_system)	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A1B6CW85|A0A1B6CW85_9HEMI	Mitochondrial_dicarboxylate_carrier	Clastoptera_arizonana	8.6e-121	99	99	PF00153|PF00153|PF00153	Mitochondrial carrier protein|Mitochondrial carrier protein|Mitochondrial carrier protein	1.9E-17|7.6E-15|2.6E-13	N	0	8.38170525699925	23.9884034018244	10.1148767834281	1.66319860919838	1.92161276882659	1.26020766388321	1,333333333	1,2	2,222222222
Transport	TRINITY_DN21316_c0_g1_i1	Eucalanus-hyalinus_20893	OG0007380	IPR012347	Ferritin-like	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A7R9TVP1|A0A7R9TVP1_9VIRI	DUF305_domain-containing_protein	Prasinoderma_coloniale	4.5e-47	86	34	PF03713	Domain of unknown function (DUF305)	2.0E-10	N	0	10.3992241779433	18.7128370130695	9.36255736448703	1.3403487455798	1.93399961520923	2.16408985073687	2,166666667	0	3,666666667
Transport	TRINITY_DN31689_c0_g1_i1	Eucalanus-hyalinus_39525	OG0007380	IPR012347	Ferritin-like	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A7S3C4M7|A0A7S3C4M7_9VIRI	DUF305_domain-containing_protein	Prasinoderma_singulare	3.2e-64	90	45	PF03713	Domain of unknown function (DUF305)	5.7E-10	N	0	10.7469104322339	10.4555186246092	9.92830431423683	1.47150637303966	1.75788387502937	1.74846347678582	2,166666667	0	3,666666667
Transport	TRINITY_DN11149_c0_g1_i1	Eucalanus-hyalinus_3084	OG0011221	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A7K3IYW6|A0A7K3IYW6_9BACT	Vps62-related_protein	Bacteroidales_bacterium	1.1e-10	19	26	PF06101	Vacuolar protein sorting-associated protein 62	1.1E-14	N	0	8.8018789818756	16.1190401565691	6.42620228134267	2.08587501722464	1.47592296546758	1.74763521365139	0,333333333	0	2,944444444
Transport	TRINITY_DN28700_c0_g1_i1	Eucalanus-hyalinus_14754	OG0011604	IPR011008	Dimeric alpha-beta barrel	Opisthokonta|Metazoa	1.72e-41	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A369SCE8|A0A369SCE8_9METZ	Protein_NipSnap-like_protein_3A	Trichoplax_sp.	1.1e-34	78	85	PF07978	NIPSNAP	4.8E-24	N	0	5.2853441737263	11.0756659316845	3.16441266865613	0.927983595650413	0.948454605814936	1.6172089582545	1,166666667	1,2	1,277777778
Transport	TRINITY_DN14739_c0_g1_i1	Eucalanus-hyalinus_42422	OG0011642	IPR044880	NCX, central ion-binding domain superfamily	Mammalia|Cetartiodactyla	3.12e-44	ko00536|ko02000	Glycosaminoglycan_binding_proteins|Transporters	ko04020|ko04022|ko04371|ko04740|ko04974	Calcium_signaling_pathway_(Signal_transduction)|cGMP-PKG_signaling_pathway_(Signal_transduction)|Apelin_signaling_pathway_(Signal_transduction)|Olfactory_transduction_(Sensory_system)|Protein_digestion_and_absorption_(Digestive_system)	GO:0055085	transmembrane_transport	transmembrane_transport	localization	-	-	-	-	-	-	-	-	tr|A0A0P4WFG0|A0A0P4WFG0_SCYOL	Calx-beta_domain-containing_protein	Scylla_olivacea	1.3e-39	55	48	PF01699|PF01699	Sodium/calcium exchanger protein|Sodium/calcium exchanger protein	8.5E-11|1.6E-5	N	10	4.60124969806829	17.9710686535037	2.53156762574498	1.4496823290561	0.821762028991577	0.668747662118082	0	0	3
Transport	TRINITY_DN47740_c0_g1_i1	Eucalanus-hyalinus_40786	OG0021327	IPR009716|IPR036259	Ferroportin-1|MFS transporter superfamily	Bilateria|Arthropoda	3.81e-69	ko02000	Transporters	ko04216|ko04978	Ferroptosis_(Cell_growth_and_death)|Mineral_absorption_(Digestive_system)	GO:0034755	iron_ion_transmembrane_transport	establishment_of_localization	localization	GO:0005381	iron_ion_transmembrane_transporter_activity	transmembrane_transporter_activity	transporter_activity	-	-	-	-	tr|E9HD29|E9HD29_DAPPU	Solute_carrier_family_40_member	Daphnia_pulex	8.9e-58	91	92	PF06963	Ferroportin1 (FPN1)	2.6E-93	N	11	6.28208775482591	4.931002479098	1.99674281034805	0.785879379147102	0.573725441038203	0.855976319261737	0	0	1
s&c	TRINITY_DN4074_c0_g1_i2	Eucalanus-hyalinus_28156	OG0000368	IPR029021	Protein-tyrosine phosphatase-like	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553NQ31|A0A553NQ31_TIGCA	Uncharacterized_protein	Tigriopus_californicus	1.6e-207	100	25	PF14566	Inositol hexakisphosphate	7.3E-18	N	0	10.299749183765	54.645223094949	8.1509816034408	3.15385029337768	4.49844556363497	3.56289929811966	16,16666667	1,5	17,16666667
s&c	TRINITY_DN1518_c1_g1_i2	Eucalanus-hyalinus_28158	OG0000368	IPR029021	Protein-tyrosine phosphatase-like	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tr|A0A553NQ31|A0A553NQ31_TIGCA	Uncharacterized_protein	Tigriopus_californicus	9.0e-190	98	24	PF14566	Inositol hexakisphosphate	4.1E-19	N	0	161.066286866808	576.147937569243	105.351731577249	38.422971303572	56.6691011385633	58.3554417685824	16,16666667	1,5	17,16666667
s&c	TRINITY_DN14821_c0_g1_i2	Eucalanus-hyalinus_8982	OG0002538	IPR002048|IPR011992|IPR018247|IPR028846	EF-hand domain|EF-hand domain pair|EF-Hand 1, calcium-binding site|Recoverin family	Vertebrata|Actinopterygii	1.19e-06			ko04744	Phototransduction_(Sensory_system)	-	-	-	-	GO:0005509	calcium_ion_binding	ion_binding	binding	-	-	-	-	tr|A0A3R5TKY1|A0A3R5TKY1_MYTGA	EF-hand_domain-containing_protein_(Fragment)	Mytilus_galloprovincialis	4.2e-10	92	93	PF13499	EF-hand domain pair	1.9E-7	N	0	18.0685107665446	67.7987928195282	19.0381409012227	7.6094449446345	9.52323278557303	6.173260291345	5,666666667	2,6	5,055555556
